Date,File,S0,Contract,ContractExpiryDate,Maturity,Rf
2020/08/04,o20200804.csv,"12,709.92",202008,2020/8/19,15,0.0084
2020/08/05,o20200805.csv,"12,802.30",202008,2020/8/19,14,0.0084
2020/08/06,o20200806.csv,"12,913.50",202008,2020/8/19,13,0.0084
2020/08/07,o20200807.csv,"12,828.87",202008,2020/8/19,12,0.0084
2020/08/10,o20200810.csv,"12,894",202008,2020/8/19,9,0.0084
2020/08/11,o20200811.csv,"12,780.19",202008,2020/8/19,8,0.0084
2020/08/12,o20200812.csv,"12,670.35",202008,2020/8/19,7,0.0084
2020/08/13,o20200813.csv,"12,763.13",202008,2020/8/19,6,0.0084
2020/08/14,o20200814.csv,"12,795.46",202008,2020/8/19,5,0.0084
2020/08/17,o20200817.csv,"12,956.11",202008,2020/8/19,2,0.0084
2020/08/18,o20200818.csv,"12,872.14",202008,2020/8/19,1,0.0084
2020/08/19,o20200819.csv,"12,778.64",202009,2020/9/16,28,0.0084
2020/08/20,o20200820.csv,"12,362.64",202009,2020/9/16,27,0.0084
2020/08/21,o20200821.csv,"12,607.84",202009,2020/9/16,26,0.0084
2020/08/24,o20200824.csv,"12,647.13",202009,2020/9/16,23,0.0084
2020/08/25,o20200825.csv,"12,758.25",202009,2020/9/16,22,0.0084
2020/08/26,o20200826.csv,"12,833.29",202009,2020/9/16,21,0.0084
2020/08/27,o20200827.csv,"12,797.31",202009,2020/9/16,20,0.0084
2020/08/28,o20200828.csv,"12,728.85",202009,2020/9/16,19,0.0084
2020/08/31,o20200831.csv,"12,591.45",202009,2020/9/16,16,0.0084
2020/09/01,o20200901.csv,"12,703.28",202009,2020/9/16,15,0.0084
2020/09/02,o20200902.csv,"12,699.50",202009,2020/9/16,14,0.0084
2020/09/03,o20200903.csv,"12,757.97",202009,2020/9/16,13,0.0084
2020/09/04,o20200904.csv,"12,637.95",202009,2020/9/16,12,0.0084
2020/09/07,o20200907.csv,"12,601.40",202009,2020/9/16,9,0.0084
2020/09/08,o20200908.csv,"12,663.56",202009,2020/9/16,8,0.0084
2020/09/09,o20200909.csv,"12,608.58",202009,2020/9/16,7,0.0084
2020/09/10,o20200910.csv,"12,691.75",202009,2020/9/16,6,0.0084
2020/09/11,o20200911.csv,"12,675.95",202009,2020/9/16,5,0.0084
2020/09/14,o20200914.csv,"12,787.82",202009,2020/9/16,2,0.0084
2020/09/15,o20200915.csv,"12,845.65",202009,2020/9/16,1,0.0084
2020/09/16,o20200916.csv,"12,976.76",202010,2020/10/21,35,0.0084
2020/09/17,o20200917.csv,"12,872.74",202010,2020/10/21,34,0.0084
2020/09/18,o20200918.csv,"12,875.62",202010,2020/10/21,33,0.0084
2020/09/21,o20200921.csv,"12,795.12",202010,2020/10/21,30,0.0084
2020/09/22,o20200922.csv,"12,645.51",202010,2020/10/21,29,0.0084
2020/09/23,o20200923.csv,"12,583.88",202010,2020/10/21,28,0.0084
2020/09/24,o20200924.csv,"12,264.38",202010,2020/10/21,27,0.0084
2020/09/25,o20200925.csv,"12,232.91",202010,2020/10/21,26,0.0084
2020/09/28,o20200928.csv,"12,462.76",202010,2020/10/21,23,0.0084
2020/09/29,o20200929.csv,"12,467.73",202010,2020/10/21,22,0.0084
2020/09/30,o20200930.csv,"12,515.61",202010,2020/10/21,21,0.0084
2020/10/05,o20201005.csv,"12,548.28",202010,2020/10/21,16,0.0084
2020/10/06,o20201006.csv,"12,704.23",202010,2020/10/21,15,0.0084
