Date,Call_IV_Mean,Put_IV_Mean,Call_IV_Std,Put_IV_Std,Call_Count,Put_Count,Call_Volume,Put_Volume,PCR (Trade Count),PCR (Volume)
2023-09-12,0.037647368660843235,0.09779057158668311,0.03878979558433615,0.04357649934491338,2016,1940,116057.0,109809.0,0.9623015873015873,0.9461643847419803
2023-09-13,0.04663460165378001,0.06018073412691585,0.04572387921250019,0.056036693926757045,2470,2949,143809.0,176230.0,1.1939271255060728,1.2254448608918773
2023-09-14,0.08875830241456942,0.17216949198875714,0.056975696848008385,0.03893776841632473,1569,2202,91342.0,128297.0,1.4034416826003824,1.4045783976702941
2023-09-15,0.08381061905372125,0.16497495714198235,0.028972912644892258,0.029400000939792524,1132,1965,63877.0,115063.0,1.7358657243816253,1.8013212893529753
2023-09-18,0.1977189193034742,0.09978809282886306,0.10504586309346729,0.07181833738455583,1966,1519,116517.0,83276.0,0.7726347914547305,0.7147111580284422
2023-09-19,0.20860172352360098,0.1147858695556097,0.17044463803972593,0.13345835800155764,2366,2044,138344.0,110259.0,0.863905325443787,0.7969915572775111
2023-09-20,0.13907044748465247,0.13105040750947497,0.02750627706911426,0.018537707968714665,83,119,4142.0,7535.0,1.4337349397590362,1.819169483341381
2023-09-21,0.15605027710806027,0.11524290611065134,0.04704183862358521,0.037266297757685585,283,184,16892.0,11510.0,0.6501766784452296,0.6813876391191096
2023-09-22,0.11896811615004291,0.16110593578280008,0.020018252333211417,0.033041887003276614,188,130,10794.0,7265.0,0.6914893617021277,0.673059106911247
2023-09-25,0.11097812897579665,0.14441717404860172,0.025099869596081587,0.028153708407936576,160,357,9735.0,20440.0,2.23125,2.0996404725218283
2023-09-26,0.1218493303008515,0.12063417853218025,0.024059937809668957,0.031380014852804575,312,398,18837.0,24522.0,1.2756410256410255,1.3017996496257367
2023-09-27,0.0958212432846343,0.1327670386719717,0.050916150457086,0.03615249093751356,371,507,22946.0,30006.0,1.366576819407008,1.307678898282925
2023-09-28,0.06747862922961274,0.09454557508741666,0.0206651687969987,0.030881870948734087,1502,1608,87063.0,94974.0,1.070572569906791,1.0908652355191069
2023-10-02,0.04312263830733419,0.08934978006494153,0.03536454220065138,0.04385051446926015,1610,2607,89522.0,151919.0,1.619254658385093,1.6970018542927996
